replicate,t1_lambda,t1_duration_mean,t1_duration_sd,t1_duration_q90,t1_overtime_risk,t2_arrivals_mean,t2_duration_mean,t2_duration_median,t2_duration_q90,t2_overtime_risk,t1_interarrival_mean,t2_interarrival_mean
32,16.095238095238095,0.4291840360618256,0.09826601499435847,0.5518272219756258,0.058359641545148055,9.619047619047619,0.6871411917516559,0.675202670915583,0.9708144391842597,0.06698564593301436,0.5591549295774647,0.8544711538461538
33,16.857142857142858,0.4398232597710959,0.09740631096670081,0.5679190537144496,0.07033320487322503,10.095238095238095,0.6468536930023205,0.629246307532056,0.9191060905940376,0.06698564593301436,0.517830985915492,0.8875480769230769
34,16.61904761904762,0.42473633483314494,0.09894486641009843,0.5427455806907214,0.05448029490697559,9.952380952380953,0.6626550543153338,0.636929682038299,0.9225266912568132,0.04784688995215311,0.481014084507042,0.9003846153846142
35,15.619047619047619,0.43074685823025294,0.09275191565192525,0.5555202268801291,0.04997426334149435,10.095238095238095,0.6960796609029876,0.66434402069347,0.982807476326601,0.07177033492822966,0.5283943661971825,0.9044230769230763
36,16.285714285714285,0.42811924082663294,0.09970703638230166,0.5619558977827412,0.059770686887700486,9.904761904761905,0.6604480719444549,0.630506324037139,0.8960732323347191,0.03349282296650718,0.5574929577464792,0.923557692307692
37,16.61904761904762,0.4307039957553347,0.101745237155059,0.5639700936619059,0.06679258657834797,10.047619047619047,0.6671712080482952,0.6353645897556,0.951851157778343,0.07177033492822966,0.5650985915492955,0.9106730769230766
38,16.095238095238095,0.4249666879584976,0.09810156826477141,0.5511292989370351,0.05322976657851286,9.857142857142858,0.6815585189252293,0.651174572276291,0.925157143639142,0.03827751196172249,0.5643661971830987,0.8706250000000005
39,17.238095238095237,0.4245945773319771,0.09820928657897741,0.5451527819056595,0.05301133813684067,10,0.6849466508968234,0.66110264792657,0.9773790849129164,0.028708133971291867,0.517154929577464,0.9163461538461541
40,16.904761904761905,0.42486582178257787,0.10883572489876688,0.573027911573941,0.07269288584877709,10.19047619047619,0.6688395759509175,0.63647780165893,0.950233838370533,0.06220095693779904,0.5048169014084516,0.9109615384615378
41,15.80952380952381,0.4301608376078591,0.09589942331098009,0.5529939466526532,0.05510831616151313,9.952380952380953,0.6810269914972155,0.656020082800785,0.9687806134613421,0.05741626794258373,0.5067323943661972,0.9058653846153846
42,17.80952380952381,0.4251062384203617,0.09281921975505204,0.5396446016852157,0.04412703343124247,10.285714285714286,0.6666345465890118,0.63558879660829,0.9621598416789431,0.06220095693779904,0.5070704225352122,0.9181249999999999
43,16.904761904761905,0.428128755584234,0.09798611476572626,0.5561477381074458,0.05660316292191059,9.952380952380953,0.7015577747262793,0.664511646095865,0.973508729908862,0.07655502392344497,0.5230422535211268,0.8988461538461539
44,15.142857142857142,0.4350360756951305,0.09608395869965401,0.5586569586342205,0.06136526706092216,9.904761904761905,0.6668972100012953,0.66110264792657,0.921869078161231,0.05741626794258373,0.5536056338028162,0.8798557692307696
45,15.428571428571429,0.4255403048671345,0.0989819317895698,0.5524084354687758,0.0554501104850208,9.857142857142858,0.6694525287087072,0.636929682038299,0.950233838370533,0.07655502392344497,0.5396056338028166,0.8726923076923081
46,16.904761904761905,0.4244523421446169,0.09806360539897041,0.5530830644491184,0.052596480797257206,10,0.6687607267268884,0.636929682038299,0.9319902388356068,0.09090909090909091,0.5201690140845078,0.8728365384615376
47,17.61904761904762,0.4292379675078232,0.10214053717204358,0.5502623946657331,0.06569281746283417,9.761904761904763,0.6906121766663377,0.66434402069347,0.970140866503109,0.07655502392344497,0.530422535211268,0.924086538461538
48,16.666666666666668,0.429326149690418,0.09370196047364515,0.5518343229318323,0.05013092545457476,10.047619047619047,0.6862556525845839,0.66110264792657,0.916407559104644,0.06698564593301436,0.496901408450704,0.9048557692307692
49,15.047619047619047,0.42725310091736224,0.0997735943809193,0.5543477946910439,0.05886839191129567,9.904761904761905,0.6591404211142526,0.636929682038299,0.9225266912568132,0.05263157894736842,0.5352394366197177,0.9099519230769227
50,16.761904761904763,0.4332376956272105,0.1072603310874981,0.5693612413308353,0.08085277812855585,9.619047619047619,0.6818101976359393,0.66110264792657,0.9601760651975582,0.08133971291866028,0.5023380281690139,0.9164423076923077
51,17.952380952380953,0.43603563189966066,0.09188903201698843,0.5536506779951006,0.05446782787100701,9.904761904761905,0.6716454530803758,0.63647780165893,0.959322619621463,0.06220095693779904,0.5159154929577462,0.882403846153846
52,16.047619047619047,0.42636818505989343,0.09678682445834107,0.5478257873934509,0.05242720949834656,9.952380952380953,0.7073199045505464,0.695847588074338,0.9614862689977924,0.10047846889952153,0.5585070422535212,0.8863461538461541
53,16.761904761904763,0.4321023074610125,0.09720540767896456,0.5567927500073506,0.05987923294960429,9.761904761904763,0.6579971546803328,0.650763710056686,0.9013792523786397,0.04784688995215311,0.4967323943661977,0.9168750000000004
54,17.476190476190474,0.4304428063283875,0.10067131211925832,0.5681641772880339,0.06441775597000665,9.857142857142858,0.6720960467523361,0.645436349457405,0.920391849790563,0.0430622009569378,0.5151549295774643,0.9203846153846158
55,17.19047619047619,0.41997836821479523,0.09874590645842606,0.5372557901017561,0.049033685415622474,9.904761904761905,0.6984134080900555,0.651174572276291,0.9708144391842597,0.05741626794258373,0.571802816901408,0.9048076923076936
56,18.38095238095238,0.4341501965347157,0.09537967300621315,0.5546288836993591,0.058897301175423133,10.047619047619047,0.681676233290159,0.651174572276291,0.951851157778343,0.07177033492822966,0.5234929577464796,0.9238461538461541
57,18.38095238095238,0.42756035682291105,0.09634017600236454,0.5559920327513785,0.052949322514739494,10.19047619047619,0.6777215612710484,0.650700230008941,0.958320435409582,0.06698564593301436,0.5095492957746486,0.9350961538461533
58,17.095238095238095,0.42759467866435324,0.09577330618213743,0.5570611270978212,0.051962324904223256,10.19047619047619,0.7014380388706105,0.675202670915583,0.9773790849129164,0.05263157894736842,0.5254366197183101,0.8886057692307696
59,17.333333333333332,0.4233839358822011,0.10338701332428667,0.5577503860892281,0.06092032588569607,10.19047619047619,0.6734220326967566,0.640379350438141,0.920391849790563,0.07655502392344497,0.5482816901408452,0.8750480769230767
60,16.38095238095238,0.4346405103561268,0.09689829227696824,0.5605891277631957,0.06245031063638595,9.952380952380953,0.6852581702684254,0.66110264792657,0.958320435409582,0.04784688995215311,0.4913802816901412,0.8859615384615376
61,17.38095238095238,0.4254445450469061,0.10068651762810031,0.5560866949735117,0.05842627957034774,10.095238095238095,0.701378718009464,0.656020082800785,0.973508729908862,0.05263157894736842,0.5190985915492959,0.8723557692307697
62,15.904761904761905,0.43504087804876385,0.0975815253280723,0.5594986600072347,0.064296015801236,10.095238095238095,0.6696360515167652,0.66110264792657,0.967598584349462,0.05263157894736842,0.5202816901408448,0.9271634615384615
63,16.80952380952381,0.4320382744989866,0.09043854256691437,0.5485271739257782,0.04717303365687897,9.666666666666666,0.6644168745333032,0.645436349457405,0.9301724825854206,0.09569377990430622,0.49535211267605644,0.8616346153846156
64,16.571428571428573,0.4332905212107985,0.09383295136350141,0.5623856693109469,0.05490565674297987,9.904761904761905,0.6825839374737356,0.64957832753997,0.9708144391842597,0.03827751196172249,0.5521126760563381,0.9114903846153839
65,19.142857142857142,0.4313708538660794,0.0995972435658608,0.5592243211336969,0.0635335857939534,9.857142857142858,0.6724141313498972,0.633505803228406,0.9585208722519583,0.0430622009569378,0.5212112676056332,0.9302403846153846
66,17.857142857142858,0.4221937455486794,0.09861532147821579,0.5537899291823235,0.05112713376931044,10,0.6730920310805527,0.64957832753997,0.9786829707479947,0.10526315789473684,0.5630985915492961,0.8835576923076918
67,15.666666666666666,0.4263115976709361,0.09611766874789425,0.5460815953079565,0.05116715827798779,10.142857142857142,0.6893252542736316,0.656020082800785,0.9841113621616794,0.07177033492822966,0.5518591549295774,0.9100480769230772
68,17.523809523809526,0.4258783128817674,0.09177015444272915,0.5481982639642999,0.043103527474333436,9.80952380952381,0.7005115366232917,0.673829183258319,0.9687806134613421,0.04784688995215311,0.5169295774647892,0.9309134615384616
69,17.285714285714285,0.4328464161147869,0.09576706639972958,0.5506921400630658,0.058046641493383566,10,0.6907911556653781,0.651174572276291,0.970140866503109,0.0430622009569378,0.49842253521126806,0.9559615384615385
70,16.523809523809526,0.42613178631594395,0.10070678775749844,0.561527760276366,0.05926392394536728,9.523809523809524,0.6633678398379357,0.651174572276291,0.9106338756064946,0.05263157894736842,0.5202535211267605,0.9358653846153833
71,17.857142857142858,0.42244583146925047,0.10115182131815025,0.5478422597286408,0.055854916341090965,9.952380952380953,0.668182715781056,0.63558879660829,0.9317898019932306,0.08133971291866028,0.5575211267605626,0.8919230769230777
72,17.61904761904762,0.4258722550788264,0.09631090636167484,0.5462092061074268,0.051032418487193976,10.238095238095237,0.6781969170463472,0.66110264792657,0.920391849790563,0.04784688995215311,0.5063098591549302,0.8993269230769237
73,15.095238095238095,0.43106614854789116,0.09166659488623856,0.5446782262070171,0.048346896899357894,10.095238095238095,0.666548330076095,0.643956892607587,0.920022542697896,0.04784688995215311,0.5175492957746484,0.8944711538461538
74,17.523809523809526,0.42486417545442384,0.0966307461542644,0.5403373236418519,0.05050824900277562,10,0.6900505822879027,0.673829183258319,0.9708144391842597,0.08133971291866028,0.5136619718309862,0.8841826923076919
75,17.047619047619047,0.4355991645668791,0.09638512846557327,0.5527394562390207,0.06266890725697238,10.047619047619047,0.6732004886991195,0.66410241331256,0.9105265492330035,0.05263157894736842,0.5978591549295774,0.9464423076923072
76,17,0.4236494626613993,0.09684764629257306,0.5414581745723572,0.04959275065296875,9.904761904761905,0.6601400609100734,0.650700230008941,0.887713891265447,0.0430622009569378,0.5307887323943662,0.8904807692307694
77,15.523809523809524,0.42575295418622405,0.09879737158135728,0.5562452443534276,0.05535773459300042,10,0.6531167487378254,0.63647780165893,0.917244887192501,0.03827751196172249,0.573239436619718,0.9199519230769231
78,17.142857142857142,0.43516495636276636,0.09698417131554717,0.5616497452195359,0.06328627412742938,9.952380952380953,0.6900141525973809,0.651174572276291,0.958320435409582,0.07177033492822966,0.49701408450704176,0.8406730769230772
79,18.80952380952381,0.42184331566509636,0.09718225899813791,0.5463036653015414,0.04828414022566763,10,0.6873182952268744,0.666952721659761,0.9740113813389886,0.08133971291866028,0.587521126760564,0.9186057692307696
80,18.19047619047619,0.422940818774482,0.09804903103016692,0.5376323695694575,0.05093655220358373,10.19047619047619,0.650138798877145,0.630274965850916,0.916300232731153,0.04784688995215311,0.5482535211267602,0.9015865384615388
81,17.238095238095237,0.4273012703907158,0.09706618049638858,0.549522607862434,0.0539744221313474,10,0.686813103542121,0.66434402069347,0.9713170906143863,0.05263157894736842,0.5618028169014083,0.8916826923076923
82,15.80952380952381,0.4306588453176552,0.09411852420316288,0.5464823718342058,0.05238547626581269,10.047619047619047,0.6906603761561159,0.650763710056686,0.9681070407801915,0.04784688995215311,0.5004788732394364,0.9301923076923078
83,16.142857142857142,0.4330270499894236,0.09732157335652127,0.5476256203509169,0.061242190794478235,9.857142857142858,0.670619277717051,0.651174572276291,0.89101648223561,0.03349282296650718,0.5389859154929574,0.8907211538461541
84,15.666666666666666,0.4302816345825157,0.09968660931112316,0.5490289148680167,0.062351570560772784,9.904761904761905,0.6725526237454916,0.643956892607587,0.920391849790563,0.04784688995215311,0.538788732394367,0.9248076923076918
85,17.095238095238095,0.4284426841827993,0.0978648450811657,0.553652914245979,0.05674497711195137,10.047619047619047,0.6831227394156077,0.66410241331256,0.9601760651975582,0.03827751196172249,0.5367605633802817,0.9392307692307691
86,17.38095238095238,0.4242312681027654,0.0929024273537364,0.5423272624344772,0.043395684383504496,10.142857142857142,0.6858772652236785,0.656020082800785,0.989326905501992,0.019138755980861243,0.513380281690141,0.9443750000000004
87,16.714285714285715,0.4314840336604967,0.09280719029886769,0.5561442955090422,0.05090092546442382,9.761904761904763,0.6618603276894676,0.636929682038299,0.8923429872465903,0.05263157894736842,0.5499154929577464,0.9068750000000002
88,16.285714285714285,0.4324065720051535,0.09559572397282957,0.5609875213400144,0.057190690507358144,10.047619047619047,0.6934614038658948,0.66434402069347,0.9877885436436172,0.08133971291866028,0.5366760563380288,0.9284615384615378
89,15.761904761904763,0.43257890707402574,0.09749598175681752,0.562455957926262,0.06102053564818699,9.619047619047619,0.6899657674422038,0.64957832753997,0.989326905501992,0.08133971291866028,0.5505915492957745,0.9161538461538459
90,17.476190476190474,0.4263709282686006,0.09881688442477754,0.5558782742726105,0.05609605397604023,10.095238095238095,0.6569087384994489,0.6233266563946,0.917244887192501,0.10526315789473684,0.5009577464788731,0.9028365384615389
91,17,0.4212702649179146,0.09471778689396514,0.5452088651044129,0.043539645238396596,10.238095238095237,0.668821754630905,0.645436349457405,0.9317898019932306,0.06220095693779904,0.5275774647887321,0.8731730769230774
92,17.333333333333332,0.43207857934565425,0.09427597869881824,0.5441210571056434,0.05431485545240933,10,0.685806046490563,0.666952721659761,0.9275420302030918,0.03827751196172249,0.4819436619718308,0.9070673076923074
93,17.19047619047619,0.42622674615541184,0.10423415635861276,0.5534224119765145,0.06587371825741317,9.952380952380953,0.7073407644988569,0.673829183258319,0.996036578985453,0.0861244019138756,0.5378591549295776,0.9222115384615386
94,17.80952380952381,0.4196716215750939,0.09827657877433496,0.5352892330449299,0.047924709117577624,10.380952380952381,0.6733238508734082,0.636929682038299,0.9841113621616794,0.05741626794258373,0.5109577464788735,0.8776442307692308
95,16.047619047619047,0.42938572715010276,0.10353904707064283,0.5568235721045686,0.06852648388879012,10,0.6797898709697251,0.651174572276291,0.967598584349462,0.04784688995215311,0.5235492957746479,0.876682692307692
96,17.285714285714285,0.4257089063172244,0.10054131415159581,0.5611781645391892,0.05846883626873223,10,0.6625533397958682,0.630319440349419,0.9191060905940376,0.0430622009569378,0.5306478873239436,0.8843749999999994
97,15.571428571428571,0.432454432262483,0.09362450802371072,0.5557985328040025,0.05353189707196171,10,0.6730040224872103,0.643956892607587,0.9301724825854206,0.04784688995215311,0.5578591549295783,0.8998076923076918
98,15.904761904761905,0.42504425478766267,0.09261872131535866,0.5464575877204694,0.043721791102551366,9.523809523809524,0.6568592151306605,0.633505803228406,0.950233838370533,0.04784688995215311,0.5445633802816903,0.8863461538461533
99,16.714285714285715,0.42364390553303294,0.09433850185559875,0.5426492525992737,0.045253622245664316,9.666666666666666,0.6672915499238796,0.640379350438141,0.9194753976867045,0.05741626794258373,0.5523661971830987,0.8959134615384612
100,15.619047619047619,0.43190702798881364,0.09296228288817272,0.5566841517341354,0.05166704637319586,10.047619047619047,0.6589879403540283,0.645436349457405,0.920391849790563,0.0861244019138756,0.5449577464788731,0.9087500000000001
101,18,0.4292687788374702,0.10118978727862582,0.5506539635535914,0.06393808344673513,9.857142857142858,0.6752113460212774,0.650763710056686,0.917244887192501,0.06698564593301436,0.5679154929577468,0.8614903846153855
102,18.142857142857142,0.4295942573750224,0.10082868052411295,0.555313047807823,0.06366005793047858,9.857142857142858,0.6838233496289415,0.645436349457405,0.958320435409582,0.07177033492822966,0.5519436619718311,0.8717788461538467
103,16.571428571428573,0.4303237751900586,0.10234778631976932,0.5540278879032431,0.06745770862952782,9.666666666666666,0.6840232062039586,0.64957832753997,0.982807476326601,0.07177033492822966,0.5231267605633806,0.8792788461538461
104,17.571428571428573,0.43182457710487815,0.0997879921794782,0.5550853550456399,0.0644685760788154,9.857142857142858,0.6637847044310293,0.63558879660829,0.920391849790563,0.05741626794258373,0.5586197183098597,0.9006249999999989
105,17.714285714285715,0.41753216935343124,0.0983685506653813,0.5517905986334388,0.045945120168287445,10.095238095238095,0.6982935109826204,0.673829183258319,0.967598584349462,0.05263157894736842,0.5326760563380278,0.9043269230769222
106,16.714285714285715,0.4236347741810433,0.09241737133793175,0.5374385304248537,0.041992811009555986,10.142857142857142,0.6722618362749525,0.650700230008941,0.9585208722519583,0.05263157894736842,0.5131267605633806,0.9056730769230772
107,18.38095238095238,0.4177602856072445,0.0966994395873687,0.5369060359539173,0.04342584406981642,9.714285714285714,0.6822929026370318,0.664511646095865,0.982807476326601,0.07655502392344497,0.5405633802816906,0.9136538461538463
108,16.523809523809526,0.42161841199964234,0.0930502802576933,0.544477018060927,0.041111529169055805,10.285714285714286,0.6800871343424175,0.643956892607587,0.9225266912568132,0.05741626794258373,0.547577464788733,0.8751442307692314
109,18.666666666666668,0.4291143417046608,0.09796717183692832,0.5449682625003469,0.05772170699539303,9.952380952380953,0.6775355989565324,0.643956892607587,0.9621598416789431,0.07655502392344497,0.5652957746478876,0.8989903846153853
110,17.80952380952381,0.42746068604400106,0.0994646410771406,0.54957121105294,0.058543770219786295,10.142857142857142,0.6658890220638889,0.6353645897556,0.9210494628861452,0.07177033492822966,0.5966760563380288,0.9166346153846155
111,17.904761904761905,0.429523032173103,0.10402489961169699,0.5646986235987671,0.06962480302140872,9.80952380952381,0.7035473570147615,0.680930094314804,0.9319902388356068,0.08133971291866028,0.5593521126760557,0.933173076923077
112,17.523809523809526,0.4312630388730266,0.10030882274137805,0.5677191401560812,0.06475700521001881,9.952380952380953,0.6776975427238507,0.64957832753997,0.9601760651975582,0.06220095693779904,0.555295774647887,0.8867788461538456
113,17.142857142857142,0.432126160631628,0.10656394072951089,0.5728256127175697,0.07795916489485633,9.80952380952381,0.6724861485812881,0.63647780165893,0.9708144391842597,0.05741626794258373,0.5589577464788734,0.9245673076923073
114,17.761904761904763,0.42591522072973353,0.10149181102595273,0.5620642327021003,0.06044574931299751,10,0.7073120369524452,0.664511646095865,0.973508729908862,0.04784688995215311,0.49135211267605655,0.8870673076923072
115,16.476190476190474,0.4249655674513581,0.10209499511736607,0.553418122307789,0.06042921658150402,9.904761904761905,0.6717154001656906,0.643956892607587,0.925157143639142,0.06220095693779904,0.5175774647887326,0.8933653846153852
116,18.333333333333332,0.43694391472216515,0.09366260498473396,0.550699583590918,0.05903286835709887,9.761904761904763,0.6748032946288383,0.6353645897556,0.9740113813389886,0.05741626794258373,0.49963380281690195,0.8999999999999998
117,16.666666666666668,0.42986729105622457,0.09892663866688887,0.5501564007471345,0.060413513934096,10.428571428571429,0.6848317167311175,0.675202670915583,0.9194753976867045,0.03827751196172249,0.5137464788732392,0.9158173076923073
118,17.333333333333332,0.42997833188099227,0.10681478377714422,0.5696328962118441,0.07554250823835706,9.857142857142858,0.6795704977427941,0.645436349457405,0.9317898019932306,0.06220095693779904,0.5283943661971828,0.8834615384615383
119,17,0.42937417548083967,0.09853164038125106,0.5624964831408519,0.05908097838816251,9.80952380952381,0.6735762213433338,0.63647780165893,0.967598584349462,0.05263157894736842,0.5467605633802823,0.9274519230769227
120,17.333333333333332,0.42701006959277094,0.0996474048111367,0.5505977085378213,0.05835146705243843,9.904761904761905,0.6980170030092447,0.650700230008941,0.9955278854099661,0.06220095693779904,0.5446197183098593,0.9091826923076924
121,17.571428571428573,0.42689948417649304,0.09614302414130385,0.5499903890901725,0.05185844451246702,9.80952380952381,0.6799895210251035,0.651174572276291,0.9713170906143863,0.06220095693779904,0.5594084507042256,0.9298557692307692
122,17.38095238095238,0.4404973450482287,0.09880234234744247,0.5557597696184448,0.07413431472751808,9.904761904761905,0.6755011119843061,0.66110264792657,0.9260648018324238,0.06698564593301436,0.5143943661971832,0.9416346153846152
123,19.142857142857142,0.43189988873910035,0.10267945574898937,0.5645283368885003,0.07013082537752624,9.80952380952381,0.6821659757432493,0.636929682038299,0.989326905501992,0.07177033492822966,0.5385070422535213,0.8916346153846156
124,17.428571428571427,0.42385547228729653,0.0994816543690243,0.5472399064802247,0.05445759716558174,10.380952380952381,0.6948656586360494,0.675873094420223,0.9708144391842597,0.09569377990430622,0.5219154929577468,0.9039423076923084
125,17.61904761904762,0.43516111235634586,0.09282535302799728,0.5466857996463367,0.055216793290975175,10.238095238095237,0.6505708269419066,0.63558879660829,0.9317898019932306,0.028708133971291867,0.5371830985915499,0.9267307692307691
126,17.238095238095237,0.42881463060059344,0.0988143140133587,0.563819865976239,0.058940737802608334,10,0.6824076314637092,0.656020082800785,0.916407559104644,0.06220095693779904,0.5401690140845071,0.9006730769230761
127,17.19047619047619,0.4263512218047241,0.09438197808430825,0.55301835598186,0.048129837737244,9.904761904761905,0.6928595474945505,0.63647780165893,0.9740113813389886,0.04784688995215311,0.50461971830986,0.9237019230769226
128,17,0.4292490475231909,0.09673305208693082,0.5487002812954687,0.055593392437075395,10.333333333333334,0.6652693683516555,0.643956892607587,0.9585208722519583,0.09090909090909091,0.5015211267605634,0.9183653846153851
129,16.761904761904763,0.4202259714962958,0.10381315829436605,0.5508971628290451,0.05807243110759763,9.476190476190476,0.6525635086560722,0.630319440349419,0.920391849790563,0.06220095693779904,0.535830985915493,0.9101923076923079
130,17.80952380952381,0.4353331749523116,0.10033545252483356,0.5732794987602899,0.07009908300576961,10.142857142857142,0.6835588626800309,0.651174572276291,0.951851157778343,0.0430622009569378,0.5255492957746478,0.8945192307692316
131,15.380952380952381,0.4395881567728498,0.09608861400135603,0.5535667014638556,0.06733142452387075,10.238095238095237,0.6845174693856234,0.651174572276291,0.959322619621463,0.0430622009569378,0.51425352112676,0.9109134615384608
